@relation jAudio
@ATTRIBUTE "Spectral Centroid Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Flux Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Compactness Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Variability Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Root Mean Square Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Zero Crossings Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Strongest Beat Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Beat Sum Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Strength Of Strongest Beat Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation10" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation11" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation12" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "Spectral Centroid Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Flux Overall Average0" NUMERIC
@ATTRIBUTE "Compactness Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Variability Overall Average0" NUMERIC
@ATTRIBUTE "Root Mean Square Overall Average0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Average0" NUMERIC
@ATTRIBUTE "Zero Crossings Overall Average0" NUMERIC
@ATTRIBUTE "Strongest Beat Overall Average0" NUMERIC
@ATTRIBUTE "Beat Sum Overall Average0" NUMERIC
@ATTRIBUTE "Strength Of Strongest Beat Overall Average0" NUMERIC
@ATTRIBUTE "MFCC Overall Average0" NUMERIC
@ATTRIBUTE "MFCC Overall Average1" NUMERIC
@ATTRIBUTE "MFCC Overall Average2" NUMERIC
@ATTRIBUTE "MFCC Overall Average3" NUMERIC
@ATTRIBUTE "MFCC Overall Average4" NUMERIC
@ATTRIBUTE "MFCC Overall Average5" NUMERIC
@ATTRIBUTE "MFCC Overall Average6" NUMERIC
@ATTRIBUTE "MFCC Overall Average7" NUMERIC
@ATTRIBUTE "MFCC Overall Average8" NUMERIC
@ATTRIBUTE "MFCC Overall Average9" NUMERIC
@ATTRIBUTE "MFCC Overall Average10" NUMERIC
@ATTRIBUTE "MFCC Overall Average11" NUMERIC
@ATTRIBUTE "MFCC Overall Average12" NUMERIC
@ATTRIBUTE "LPC Overall Average0" NUMERIC
@ATTRIBUTE "LPC Overall Average1" NUMERIC
@ATTRIBUTE "LPC Overall Average2" NUMERIC
@ATTRIBUTE "LPC Overall Average3" NUMERIC
@ATTRIBUTE "LPC Overall Average4" NUMERIC
@ATTRIBUTE "LPC Overall Average5" NUMERIC
@ATTRIBUTE "LPC Overall Average6" NUMERIC
@ATTRIBUTE "LPC Overall Average7" NUMERIC
@ATTRIBUTE "LPC Overall Average8" NUMERIC
@ATTRIBUTE "LPC Overall Average9" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average0" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average1" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average2" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average3" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average4" NUMERIC

@ATTRIBUTE classe {Cat, Dog}

@DATA
6.337E0,7.371E-2,3.045E-3,2.199E2,3.497E-3,1.309E-1,3.693E-2,2.24E1,0E0,0E0,0E0,4.656E1,8.795E0,7.074E0,4.511E0,4.189E0,6.487E0,2.964E0,2.716E0,3.309E0,3.715E0,4.18E0,3.822E0,3.154E0,5.155E-2,4.36E-1,3.172E-1,1.828E-1,2.121E-1,1.314E-1,1.572E-1,1.266E-1,1.376E-1,0E0,1.727E-1,2.29E1,2.204E3,1.553E5,3.212E7,1.917E1,1.081E-1,1.301E-3,1.676E3,3.668E-3,1.388E-1,4.721E-1,4.666E1,0E0,0E0,0E0,-1.719E2,8.695E0,-4.537E0,-3.89E0,-3.82E0,-7.751E0,-2.372E0,-1.736E-1,1.863E0,2.525E0,5.413E0,1.483E0,-1.263E0,-9.393E-1,5.125E-1,-3.162E-2,8.851E-2,-4.388E-2,1.855E-2,7.974E-2,1.417E-1,1.403E-1,0E0,1.729E-1,4.331E1,2.383E3,1.757E5,3.345E7,Cat
7.47E0,7.449E-2,9.761E-3,1.681E2,1.165E-3,2.737E-2,1.042E-1,2.008E1,2.742E1,3.332E-1,9.441E-4,1.241E1,2.692E0,2.423E0,1.916E0,1.652E0,1.657E0,1.712E0,1.558E0,1.865E0,1.515E0,1.406E0,1.577E0,1.342E0,5.855E-2,2.345E-1,2.296E-1,1.621E-1,1.588E-1,1.257E-1,9.953E-2,9.656E-2,8.812E-2,0E0,6.724E-2,9.76E0,9.162E2,6.404E4,1.349E7,1.175E1,6.098E-2,7.29E-4,1.538E3,3.256E-4,1.206E-2,5.937E-1,3.34E1,2.125E2,2.811E0,1.006E-2,-1.659E2,1.049E1,3.571E0,2.817E0,-1.402E0,4.588E-1,-1.159E0,1.149E0,-1.107E0,-3.314E-1,-2.287E-1,-3.936E-1,-5.889E-1,-9.699E-1,4.936E-1,-1.25E-1,1.144E-1,-1.689E-4,2.328E-1,6.349E-2,5.715E-2,-5.559E-2,0E0,2.66E-2,3.702E1,2.341E3,2.269E5,3.794E7,Cat
2.255E1,2.607E-1,2.49E-3,5.128E2,3.528E-3,1.297E-1,4.765E-2,5.123E1,0E0,0E0,0E0,3.064E2,1.348E1,1.248E1,8.825E0,6.259E0,4.806E0,4.162E0,3.386E0,3.389E0,5.295E0,3.497E0,3.009E0,2.742E0,3.234E-1,6.12E-1,4.243E-1,3.02E-1,2.704E-1,2.299E-1,2.029E-1,2.027E-1,2.004E-1,0E0,1.583E-1,4.137E1,3.233E3,2.72E5,4.11E7,2.318E1,2.006E-1,1.094E-3,1.334E3,2.436E-3,9.172E-2,7.005E-1,5.833E1,0E0,0E0,0E0,-2.878E2,2.128E1,2.859E0,-1.324E1,6.464E0,-5.404E0,-6.495E-1,2.459E-1,2.577E0,-1.138E0,1.653E0,-6.281E-1,-7.169E-1,-7.657E-1,1.37E-1,-4.623E-2,6.259E-2,-3.38E-2,6.928E-2,2.568E-2,4.796E-2,-1.039E-2,0E0,1.397E-1,5.617E1,4.263E3,1.962E5,6.73E7,Cat
1.274E1,7.706E-2,2.976E-5,1.82E2,1.8E-4,6.948E-3,5.455E-2,2.561E1,0E0,4.667E-2,1.327E-5,6.426E1,3.947E0,2.381E0,2.1E0,2E0,1.782E0,1.483E0,1.282E0,1.651E0,1.2E0,1.317E0,1.401E0,1.307E0,8.685E-2,2.66E-1,1.615E-1,9.632E-2,9.269E-2,1.446E-1,9.651E-2,1.164E-1,6.635E-2,0E0,1.96E-2,1.046E1,8.178E2,7.621E4,1.386E7,1.9E1,1.151E-1,3.063E-5,1.532E3,4.707E-4,1.929E-2,6.073E-1,5.623E1,2.206E2,9.922E0,8.849E-3,-1.496E2,6.423E0,-1.171E0,-9.44E-3,1.199E0,5.093E-1,1.468E0,9.965E-1,3.783E-1,-6.927E-1,-3.125E-1,-2.984E-1,-5.62E-1,-9.229E-1,2.594E-1,8.647E-2,1.387E-1,-4.592E-2,-3.654E-2,-1.021E-1,1.122E-2,-2.226E-2,0E0,5.856E-2,5.269E1,3.918E3,3.741E5,6.801E7,Cat
2.08E1,1.258E-1,3.122E-3,1.445E2,2.809E-3,1.044E-1,7.831E-2,4.098E1,6.074E1,6.402E0,3.286E-2,1.611E1,6E0,4.218E0,2.851E0,2.972E0,2.699E0,2.001E0,2.187E0,1.949E0,1.695E0,1.428E0,1.637E0,1.826E0,1.205E-1,3.799E-1,2.04E-1,1.164E-1,1.651E-1,1.091E-1,1.079E-1,1.057E-1,9.332E-2,0E0,8.836E-2,1.266E1,1.13E3,1.202E5,1.903E7,2.252E1,1.235E-1,4.29E-4,1.556E3,7.628E-4,2.916E-2,7.241E-1,6.287E1,1.977E2,5.215E0,2.919E-2,-1.807E2,1.706E0,1.593E0,1.378E0,1.128E0,6.696E-1,-7.186E-1,3.961E-1,4.018E-1,1.695E-1,4.63E-1,2.316E-2,-9.902E-1,-8.998E-1,2.353E-1,-1.461E-1,1.361E-1,-1.425E-1,1.207E-1,-1.121E-1,9.056E-2,-1.133E-1,0E0,3.533E-2,5.577E1,3.486E3,2.623E5,4.639E7,Cat
1.862E1,1.304E-1,1.115E-5,1.425E2,1.088E-4,4.24E-3,6.795E-2,3.715E1,1.143E-13,6.432E-2,3.891E-4,1.363E1,5.931E0,2.319E0,2.044E0,1.989E0,2.245E0,1.776E0,1.64E0,1.717E0,1.672E0,1.855E0,1.57E0,1.785E0,1.073E-1,3.505E-1,1.838E-1,1.057E-1,1.336E-1,1.013E-1,9.145E-2,8.685E-2,8.492E-2,0E0,1.315E-2,1.315E1,1.04E3,1.057E5,1.629E7,2.036E1,1.181E-1,5.438E-6,1.525E3,1.477E-4,6.144E-3,6.546E-1,5.963E1,2.206E2,7.725E-1,9.69E-3,-1.801E2,2.025E0,2.673E0,1.233E0,3.342E-1,1.514E0,3.227E-2,-3.511E-1,-6.36E-3,1.874E-1,6.421E-1,-2.257E-1,-8.437E-1,-9.035E-1,1.194E-1,-2.245E-1,1.422E-1,-1.477E-1,1.128E-1,-8.999E-2,1.269E-1,-1.072E-1,0E0,1.743E-2,5.835E1,3.859E3,2.694E5,4.933E7,Cat
1.967E1,1.285E-1,7.514E-5,1.583E2,1.779E-4,7.413E-3,7.621E-2,3.846E1,0E0,7.283E-3,1.915E-5,1.619E1,6.102E0,2.637E0,1.986E0,1.975E0,2.021E0,1.896E0,2.018E0,1.715E0,1.691E0,2.054E0,1.634E0,1.737E0,1.21E-1,3.528E-1,1.862E-1,1.107E-1,1.152E-1,1.064E-1,1.114E-1,8.549E-2,1.013E-1,0E0,2.471E-2,1.458E1,1.1E3,1.025E5,1.597E7,1.899E1,1.063E-1,1.755E-5,1.522E3,1.95E-4,8.091E-3,6.96E-1,5.812E1,5.597E1,1.541E0,9.783E-3,-1.773E2,1.72E0,3.212E0,1.125E0,4.646E-1,1.436E0,-1.585E-1,-7.066E-1,2.571E-1,1.17E-1,5.066E-1,-2.683E-1,-6.941E-1,-9.02E-1,7.569E-2,-2.588E-1,1.493E-1,-1.421E-1,1.01E-1,-9.587E-2,1.47E-1,-8.435E-2,0E0,2.275E-2,5.919E1,4.003E3,2.701E5,5.012E7,Cat
1.314E1,6.812E-2,1.137E-2,1.823E2,4.776E-3,1.889E-1,7.228E-2,2.335E1,0E0,0E0,0E0,3.644E1,6.554E0,5.363E0,1.919E0,2.169E0,1.487E0,1.427E0,1.878E0,2.392E0,2.432E0,2.512E0,2.011E0,1.982E0,5.766E-2,1.837E-1,1.569E-1,9.924E-2,1.256E-1,1.069E-1,7.844E-2,5.609E-2,6.741E-2,0E0,4.774E-1,1.261E1,6.303E2,6.46E4,1.225E7,1.356E1,7.92E-2,4.514E-3,1.624E3,2.903E-3,1.149E-1,7.442E-1,3.215E1,0E0,0E0,0E0,-1.462E2,9.04E0,-7.312E-1,1.203E0,-1.116E0,-1.39E0,-1.59E0,-2.252E0,-8.633E-1,-9.495E-2,1.014E0,1.126E0,6.574E-1,-9.63E-1,6.368E-1,2.056E-2,1.113E-1,-8.938E-3,6.878E-2,2.182E-2,6.298E-2,7.205E-3,0E0,2.756E-1,3.226E1,1.816E3,1.971E5,3.348E7,Cat
1.084E1,8.246E-2,2.181E-5,1.323E2,1.432E-4,5.163E-3,9.134E-2,2.177E1,4.339E0,1.524E-1,2.143E-4,6.407E0,3.246E0,2.56E0,2.02E0,1.588E0,1.612E0,1.697E0,1.667E0,1.743E0,1.532E0,1.579E0,1.36E0,1.472E0,6.978E-2,2.107E-1,2.217E-1,1.754E-1,1.644E-1,1.217E-1,1.135E-1,1.073E-1,1.073E-1,0E0,9.303E-3,1.19E1,7.797E2,5.99E4,1.096E7,1.285E1,6.972E-2,1.108E-5,1.537E3,2.572E-4,1.007E-2,6.069E-1,3.602E1,1.983E2,2.849E0,9.034E-3,-1.653E2,9.707E0,4.257E0,3.097E0,-1.621E0,3.724E-1,-1.291E0,1.556E0,-1.266E0,-4.514E-1,-4.423E-1,-5.697E-1,-2.063E-1,-9.652E-1,5.063E-1,-2.034E-1,8.972E-2,2.587E-2,2.412E-1,5.098E-2,4.795E-2,-4.887E-2,0E0,2.332E-2,3.745E1,2.248E3,2.074E5,3.462E7,Cat
1.462E1,8.432E-2,4.676E-3,2.182E2,2.689E-3,1.01E-1,0E0,2.708E1,0E0,0E0,0E0,1.798E1,9.116E0,5.249E0,8.057E0,2.227E0,3.04E0,2.996E0,2.303E0,2.259E0,2.274E0,3.195E0,3.274E0,2.435E0,7.653E-2,1.11E-1,2.086E-1,2.348E-1,2.209E-1,1.751E-1,1.408E-1,9.493E-2,1.186E-1,0E0,1.712E-1,9.353E0,4.972E2,5.552E4,9.301E6,3.537E1,1.677E-1,2.615E-3,1.671E3,3.591E-3,1.414E-1,0E0,7.122E1,0E0,0E0,0E0,-1.243E2,-9.713E0,-1.211E1,-2.823E0,-3.791E0,3.575E0,4.278E-1,2.83E0,-2.359E0,2.117E0,1.561E0,9.935E-1,2.351E0,-8.786E-1,8.326E-1,-4.101E-1,4.421E-1,2.927E-1,7.586E-2,1.259E-1,8.241E-2,3.92E-2,0E0,2.901E-1,4.832E1,1.095E3,7.403E4,1.19E7,Cat
1.583E1,8.299E-2,4.762E-3,2.153E2,2.148E-3,7.879E-2,4.166E-2,2.869E1,0E0,0E0,0E0,2.488E1,6.737E0,3.514E0,2.309E0,2.662E0,1.691E0,2.149E0,2.582E0,2.994E0,2.879E0,3.185E0,2.027E0,2.804E0,7.982E-2,1.844E-1,1.592E-1,1.397E-1,1.435E-1,1.89E-1,1.616E-1,1.809E-1,9.217E-2,0E0,1.303E-1,1.533E1,7.73E2,5.221E4,1.072E7,1.942E1,1.236E-1,8.896E-4,1.605E3,1.323E-3,4.98E-2,7.268E-1,4.864E1,0E0,0E0,0E0,-1.535E2,3.7E0,-4.38E0,-3.958E-1,1.357E0,9.52E-1,-9.878E-1,1.1E0,3.649E-1,-2.544E0,-2.356E0,-1.136E0,1.007E0,-9.295E-1,6.493E-1,-8.198E-2,7.915E-2,-7.377E-2,3.457E-2,-6.67E-2,6.186E-3,-1.327E-1,0E0,9.862E-2,4.228E1,2.241E3,2.087E5,3.502E7,Cat
1.512E1,6.953E-2,2.358E-3,2.098E2,1.571E-3,6.309E-2,4.561E-2,3.028E1,0E0,0E0,0E0,3.191E1,1.117E1,9.641E0,6.623E0,5.195E0,4.718E0,3.63E0,4.184E0,2.754E0,3.275E0,3.056E0,3.812E0,3.214E0,1.144E-1,1.181E-1,2.949E-1,2.616E-1,2.518E-1,1.925E-1,1.706E-1,1.711E-1,1.377E-1,0E0,1.956E-1,1.547E1,6.908E2,5.272E4,9.729E6,5.142E1,2.429E-1,1.037E-3,1.735E3,1.479E-3,6.002E-2,6.614E-1,1.055E2,0E0,0E0,0E0,-1.604E2,-1.119E1,-1.178E1,9.991E0,5.533E-2,4.674E-1,-2.516E-1,2.223E0,-2.231E0,4.474E-1,1.88E0,9.97E-1,-1.077E0,-7.8E-1,9.04E-1,-2.451E-1,1.212E-1,7.408E-2,2.33E-1,4.854E-2,9.207E-2,8.463E-2,0E0,1.496E-1,5.756E1,9.083E2,5.911E4,1.007E7,Cat
1.854E1,1.44E-1,5.364E-3,2.927E2,1.863E-3,6.835E-2,7.281E-3,3.265E1,0E0,0E0,0E0,2.38E1,5.826E0,4.731E0,3.704E0,2.701E0,2.909E0,2.652E0,2.079E0,2.533E0,2.979E0,2.16E0,2.45E0,1.443E0,1.161E-1,3.536E-1,3.061E-1,2.06E-1,1.72E-1,1.841E-1,2.047E-1,1.468E-1,1.533E-1,0E0,2.008E-1,2.057E1,1.58E3,1.217E5,2.336E7,1.862E1,1.147E-1,3.231E-3,1.555E3,2.737E-3,1.092E-1,5.802E-1,4.541E1,0E0,0E0,0E0,-1.267E2,4.356E0,1.673E0,2.14E0,3.623E0,1.849E0,2.444E0,-1.636E0,-4.981E0,3.337E0,1.786E0,-7.324E-1,6.852E-1,-9.232E-1,4.397E-1,-2.465E-1,4.527E-2,-2.342E-2,8.396E-2,-9.92E-2,4.779E-5,7.674E-2,0E0,2.342E-1,4.59E1,2.919E3,2.429E5,4.535E7,Cat
3.304E1,1.532E-1,5.888E-3,3.207E2,2.837E-3,1.08E-1,0E0,6.047E1,0E0,0E0,0E0,4.11E1,1.062E1,5.062E0,2.806E0,2.191E0,3.126E0,2.433E0,3.639E0,3.314E0,4.274E0,3.849E0,4.506E0,3.417E0,2.129E-1,4.135E-1,1.971E-1,1.731E-1,1.704E-1,2.226E-1,1.523E-1,1.054E-1,1.388E-1,0E0,1.891E-1,2.013E1,1.329E3,1.577E5,2.739E7,5.812E1,2.922E-1,3.334E-3,1.591E3,3.289E-3,1.266E-1,0E0,1.199E2,0E0,0E0,0E0,-1.476E2,-9.886E0,5.336E0,3.429E-1,-1.64E0,1.866E0,8.394E-1,3.973E0,1.372E0,-3.147E0,-3.419E0,3.703E0,2.413E0,-6.608E-1,6.05E-1,-1.515E-1,2.311E-1,-9.394E-2,2.63E-1,-1.734E-1,-1.476E-2,-8.932E-3,0E0,2.573E-1,7.515E1,2.769E3,1.677E5,3.454E7,Cat
2.832E1,1.541E-1,7.491E-3,2.185E2,1.999E-3,7.636E-2,5.928E-2,5.931E1,0E0,0E0,0E0,2.54E1,8.759E0,4.054E0,2.388E0,2.831E0,2.202E0,2.458E0,2.376E0,2.052E0,2.167E0,2.073E0,1.997E0,2.009E0,1.717E-1,2.34E-1,2.457E-1,3.06E-1,2.163E-1,1.849E-1,1.268E-1,1.107E-1,1.174E-1,0E0,1.777E-1,2.04E1,5.749E2,4.25E4,8.161E6,2.529E1,1.583E-1,2.247E-3,1.592E3,2.313E-3,8.262E-2,7.335E-1,5.648E1,0E0,0E0,0E0,-1.382E2,-6.573E0,-4.866E0,1.185E0,-5.783E0,2.146E0,-5.222E0,9.549E-1,-2.707E0,1.87E0,-1.516E0,7.47E-2,-2.385E0,-8.506E-1,6.6E-1,-5.705E-1,7.022E-2,-1.935E-2,-1.262E-1,-9.605E-2,-3.449E-2,-4.718E-2,0E0,1.843E-1,4.169E1,1.029E3,1.876E4,4.538E6,Cat
2.266E1,1.358E-1,2.364E-4,2.049E2,4.333E-4,1.77E-2,5.584E-2,3.964E1,1.717E-13,1.399E0,4.05E-4,2.545E1,1.026E1,4.936E0,3.145E0,3.409E0,3.617E0,3.005E0,3.814E0,4.435E0,4.403E0,4.788E0,3.841E0,4.505E0,1.86E-1,2.282E-1,1.477E-1,1.981E-1,1.565E-1,1.283E-1,1.76E-1,1.491E-1,1.294E-1,0E0,5.653E-2,1.437E1,7.785E2,8.897E4,1.521E7,6.919E1,3.91E-1,1.067E-4,1.512E3,5.898E-4,2.532E-2,5.431E-1,1.357E2,2.206E2,1.779E1,9.999E-3,-1.677E2,-1.984E1,-3.688E0,-2.366E0,-4.657E0,-3.377E0,1.595E-2,9.595E-1,4.911E0,1.331E0,-1.521E0,-2.378E0,-3.498E-1,-5.869E-1,5.364E-1,-8.25E-2,2.666E-1,-4.055E-2,6.143E-2,-1.984E-1,1.712E-2,8.235E-2,0E0,8.466E-2,9.359E1,3.33E3,1.41E5,3.279E7,Cat
2.873E1,1.674E-1,2.131E-4,2.118E2,3.454E-4,1.461E-2,9.736E-2,5.09E1,2.285E-13,1.493E0,1.038E-3,2.952E1,1.04E1,5.34E0,3.963E0,3.675E0,3.868E0,3.897E0,3.178E0,4.534E0,3.907E0,3.849E0,3.499E0,3.645E0,2.247E-1,2.802E-1,1.498E-1,2.47E-1,1.565E-1,1.424E-1,1.745E-1,1.557E-1,1.765E-1,0E0,4.956E-2,1.885E1,9.357E2,1.061E5,1.834E7,5.404E1,3.351E-1,5.394E-5,1.518E3,3.248E-4,1.411E-2,5.186E-1,1.167E2,2.206E2,6.039E0,1.157E-2,-1.766E2,-1.081E1,-1.524E0,-1.838E0,-2.008E0,-3.135E0,-1.529E0,-9.685E-2,1.687E0,8.371E-1,-6.59E-1,-3.465E-1,-4.847E-1,-6.776E-1,3.945E-1,-1.5E-1,1.913E-1,-7.078E-2,5.313E-2,-1.398E-1,-5.041E-2,-2.963E-2,0E0,4.811E-2,8.431E1,3.756E3,1.853E5,4.174E7,Cat
1.039E1,8.902E-2,3.444E-4,1.356E2,3.492E-4,1.234E-2,6.139E-2,2.386E1,4.097E1,4.862E-1,1.931E-3,7.612E0,4.224E0,3.086E0,2.626E0,1.902E0,1.933E0,1.877E0,1.971E0,2.055E0,1.664E0,1.96E0,1.886E0,1.586E0,7.485E-2,2.593E-1,2.587E-1,2.135E-1,1.546E-1,1.221E-1,1.324E-1,1.068E-1,1.063E-1,0E0,1.645E-2,1.203E1,8.443E2,6.779E4,1.168E7,1.434E1,7.792E-2,4.511E-5,1.535E3,2.804E-4,1.117E-2,6.982E-1,3.989E1,1.669E2,2.653E0,1.079E-2,-1.69E2,1.011E1,3.527E0,1.453E0,-2.089E0,-7.357E-1,-1.183E0,6.649E-1,-7.255E-1,-3.144E-1,-8.439E-1,-5.839E-1,-3.53E-1,-9.592E-1,4.896E-1,-1.058E-1,2.038E-1,-5.071E-3,1.829E-1,6.713E-2,7.685E-2,-3.147E-2,0E0,2.243E-2,3.875E1,2.401E3,2.257E5,3.736E7,Cat
1.591E0,1.013E-2,3.104E-3,2.765E2,3.861E-3,1.377E-1,0E0,6.176E0,0E0,0E0,0E0,2.238E1,3.858E0,3.073E0,1.982E0,1.774E0,2.803E0,1.894E0,1.136E0,1.486E0,1.221E0,1.07E0,1.243E0,1.046E0,4.392E-3,2.638E-1,1.324E-1,1.023E-1,8.44E-2,1.191E-1,7.827E-2,7.747E-2,6.208E-2,0E0,1.72E-1,9.695E0,1.049E3,1.269E5,2.285E7,2.301E0,1.422E-2,2.043E-3,1.473E3,3.355E-3,1.219E-1,0E0,7.98E0,0E0,0E0,0E0,-1.651E2,1.443E1,4.53E0,4.394E0,1.346E0,-5.76E-1,-5.155E-1,1.591E0,1.162E0,1.019E0,4.101E-1,-9.728E-1,-2.052E-1,-9.951E-1,2.565E-1,1.506E-1,1.358E-1,4.981E-2,4.785E-2,8.384E-3,1.002E-1,4.13E-2,0E0,1.469E-1,1.614E1,1.505E3,2.098E5,3.845E7,Cat
1.85E1,1.68E-1,2.674E-3,1.355E2,2.354E-3,9.077E-2,7.419E-2,3.608E1,2.326E1,1.6E1,2.887E-3,2.478E1,7.385E0,4.905E0,2.883E0,2.403E0,2.41E0,2.64E0,2.136E0,2.364E0,2.563E0,2.85E0,2.315E0,2.479E0,1.495E-1,2.956E-1,1.933E-1,2.048E-1,1.481E-1,1.64E-1,1.692E-1,1.886E-1,1.326E-1,0E0,1.986E-1,1.393E1,1.062E3,9.606E4,1.612E7,4.114E1,2.616E-1,1.06E-3,1.64E3,1.358E-3,5.466E-2,7.736E-1,1.004E2,4.905E1,4.596E1,2.153E-2,-1.51E2,-8.429E-1,-4.688E0,-2.349E0,-7.282E-2,-2.225E0,-1.918E0,-1.555E0,-1.288E-1,-2.83E-1,-1.044E0,-1.481E0,-3.524E-2,-7.904E-1,2.397E-1,-7.563E-2,2.5E-1,8.556E-2,1.291E-1,-1.361E-1,1.846E-1,-5.412E-2,0E0,1.356E-1,7.179E1,4.067E3,2.668E5,5.166E7,Cat
1.763E1,1.102E-1,6.286E-3,4.221E2,3.393E-3,1.324E-1,0E0,3.404E1,0E0,0E0,0E0,4.242E1,1.083E1,8.598E0,2.862E0,3.531E0,2.813E0,3.457E0,2.215E0,3.19E0,3.081E0,2.771E0,3.105E0,2.301E0,6.887E-2,3.874E-1,2.775E-1,1.251E-1,1.229E-1,1.14E-1,9.357E-2,9.463E-2,7.472E-2,0E0,2.48E-1,1.938E1,1.055E3,8.082E4,1.62E7,1.358E1,8.008E-2,3.281E-3,1.493E3,4.408E-3,1.55E-1,0E0,2.588E1,0E0,0E0,0E0,-1.559E2,7.591E0,-5.466E0,-1.126E0,-2.759E0,-4.142E0,-1.519E0,1.379E-1,2.594E0,-1.068E-1,-1.674E0,-2.985E0,4.215E-1,-9.518E-1,4.561E-1,-4.648E-2,4.321E-2,-3.724E-3,8.058E-3,2.074E-2,-1.471E-2,-3.529E-2,0E0,2.36E-1,2.32E1,9.776E2,9.181E4,1.658E7,Cat
1.16E1,1.35E-1,6.362E-3,3.628E2,5.631E-3,1.621E-1,8.433E-2,2.645E1,0E0,0E0,0E0,7.506E1,8.774E0,3.252E0,2.924E0,2.936E0,2.282E0,2.41E0,2.776E0,2.654E0,2.571E0,2.558E0,3.181E0,2.28E0,9.404E-2,3.437E-1,2.979E-1,1.536E-1,1.904E-1,9.77E-2,1.597E-1,9.251E-2,1.052E-1,0E0,2.875E-1,3.088E1,1.929E3,1.467E5,3.045E7,6.99E0,5.821E-2,2.304E-3,1.553E3,6.939E-3,2.092E-1,3.438E-1,1.581E1,0E0,0E0,0E0,-1.652E2,-4.961E0,-8.552E-1,7.649E-2,-1.377E0,1.149E-1,-5.774E-1,-1.6E0,-5.98E-1,-1.109E-1,1.592E0,2.229E0,5.819E-1,-9.411E-1,1.676E-1,-2.89E-1,-1.216E-2,-2.023E-1,-5.541E-2,-1.128E-1,-2.143E-2,-7.205E-3,0E0,3.401E-1,4.217E1,2.823E3,1.695E5,3.96E7,Cat
