@relation jAudio
@ATTRIBUTE "Spectral Centroid Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Flux Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Compactness Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Variability Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Root Mean Square Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Zero Crossings Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Strongest Beat Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Beat Sum Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Strength Of Strongest Beat Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation10" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation11" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation12" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "Spectral Centroid Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Flux Overall Average0" NUMERIC
@ATTRIBUTE "Compactness Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Variability Overall Average0" NUMERIC
@ATTRIBUTE "Root Mean Square Overall Average0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Average0" NUMERIC
@ATTRIBUTE "Zero Crossings Overall Average0" NUMERIC
@ATTRIBUTE "Strongest Beat Overall Average0" NUMERIC
@ATTRIBUTE "Beat Sum Overall Average0" NUMERIC
@ATTRIBUTE "Strength Of Strongest Beat Overall Average0" NUMERIC
@ATTRIBUTE "MFCC Overall Average0" NUMERIC
@ATTRIBUTE "MFCC Overall Average1" NUMERIC
@ATTRIBUTE "MFCC Overall Average2" NUMERIC
@ATTRIBUTE "MFCC Overall Average3" NUMERIC
@ATTRIBUTE "MFCC Overall Average4" NUMERIC
@ATTRIBUTE "MFCC Overall Average5" NUMERIC
@ATTRIBUTE "MFCC Overall Average6" NUMERIC
@ATTRIBUTE "MFCC Overall Average7" NUMERIC
@ATTRIBUTE "MFCC Overall Average8" NUMERIC
@ATTRIBUTE "MFCC Overall Average9" NUMERIC
@ATTRIBUTE "MFCC Overall Average10" NUMERIC
@ATTRIBUTE "MFCC Overall Average11" NUMERIC
@ATTRIBUTE "MFCC Overall Average12" NUMERIC
@ATTRIBUTE "LPC Overall Average0" NUMERIC
@ATTRIBUTE "LPC Overall Average1" NUMERIC
@ATTRIBUTE "LPC Overall Average2" NUMERIC
@ATTRIBUTE "LPC Overall Average3" NUMERIC
@ATTRIBUTE "LPC Overall Average4" NUMERIC
@ATTRIBUTE "LPC Overall Average5" NUMERIC
@ATTRIBUTE "LPC Overall Average6" NUMERIC
@ATTRIBUTE "LPC Overall Average7" NUMERIC
@ATTRIBUTE "LPC Overall Average8" NUMERIC
@ATTRIBUTE "LPC Overall Average9" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average0" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average1" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average2" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average3" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average4" NUMERIC

@ATTRIBUTE classe {Cat, Dog}

@DATA
2.374E1,1.783E-1,2.142E-3,2.097E2,1.591E-3,6.599E-2,5.695E-2,4.7E1,2.387E0,1.06E0,9.871E-4,3.758E1,8.705E0,5.561E0,1.941E0,2.102E0,2.383E0,1.956E0,2.863E0,2.319E0,1.552E0,2.646E0,2.673E0,2.125E0,1.399E-1,3.333E-1,1.755E-1,1.65E-1,1.476E-1,1.11E-1,1.055E-1,1.097E-1,1.013E-1,0E0,2.064E-1,2.23E1,1.164E3,1.231E5,2.124E7,2.5E1,1.53E-1,8.64E-4,1.568E3,1.175E-3,4.985E-2,6.895E-1,6.492E1,4.445E1,4.916E1,1.909E-2,-1.56E2,1.43E0,-8.096E-2,2.003E0,1.587E0,-7.399E-2,6.252E-1,-4.499E-1,-2.857E-1,-2.663E-1,1.066E0,1.192E0,5.561E-1,-8.702E-1,1.583E-1,-7.35E-2,1.819E-1,9.13E-3,4.045E-2,-3.404E-2,6.348E-2,1.451E-2,0E0,1.592E-1,6.018E1,4.011E3,3.184E5,6.144E7,Cat
2.146E1,1.47E-1,5.406E-3,8.49E2,3.035E-3,1.166E-1,5.731E-2,4.711E1,4.641E0,3.465E1,1.082E-3,5.007E2,6.966E0,5.461E0,2.779E0,2.149E0,2.518E0,2.132E0,2.608E0,3.015E0,2.906E0,3.286E0,2.744E0,2.016E0,4.155E-1,3.706E-1,2.224E-1,2.194E-1,1.59E-1,1.375E-1,1.201E-1,1.255E-1,1.302E-1,0E0,2.614E-1,3.427E1,1.693E3,9.727E4,1.993E7,2.334E1,1.399E-1,2.701E-3,1.048E3,2.604E-3,1.05E-1,5.591E-1,5.183E1,5.412E1,2.619E2,1.389E-2,-5.074E2,-2.76E0,-4.27E0,-1.559E0,-3.443E-1,-1.397E-1,-7.716E-1,-6.742E-1,-1.016E0,-8.929E-1,-3.247E-1,1.066E-2,-3.888E-1,-5.227E-1,3.69E-1,-1.259E-1,1.946E-1,-1.078E-2,7.941E-2,1.329E-2,1.824E-2,3.117E-3,0E0,2.626E-1,3.931E1,1.685E3,9.903E4,1.838E7,Cat
2.118E1,1.412E-1,5.111E-3,8.556E2,3.169E-3,1.224E-1,9.765E-2,4.683E1,8.293E-1,3.62E1,8.512E-4,5.002E2,7.114E0,5.391E0,2.978E0,2.122E0,2.531E0,2.184E0,2.892E0,3.057E0,2.792E0,3.294E0,2.721E0,2.017E0,4.194E-1,3.717E-1,2.167E-1,2.144E-1,1.625E-1,1.379E-1,1.166E-1,1.337E-1,1.292E-1,0E0,2.682E-1,3.391E1,1.667E3,9.985E4,1.988E7,2.269E1,1.322E-1,2.688E-3,1.061E3,2.734E-3,1.089E-1,5.416E-1,5.084E1,5.044E1,2.762E2,1.478E-2,-5.101E2,-2.405E0,-4.198E0,-1.69E0,-2.497E-1,-2.776E-1,-8.184E-1,-2.894E-1,-1.165E0,-9.285E-1,-1.569E-1,-1.947E-2,-3.675E-1,-5.268E-1,3.718E-1,-1.159E-1,1.937E-1,-6.788E-4,7.764E-2,1.235E-2,9.786E-3,-5.568E-3,0E0,2.662E-1,3.845E1,1.65E3,9.903E4,1.814E7,Cat
2.047E1,1.374E-1,4.856E-3,8.365E2,3.084E-3,1.189E-1,6.658E-2,4.494E1,4.182E0,2.778E1,1.081E-3,4.809E2,7.095E0,4.911E0,3.161E0,2.135E0,2.622E0,2.227E0,2.97E0,2.936E0,2.823E0,3.28E0,2.579E0,1.998E0,4.098E-1,3.639E-1,2.279E-1,2.099E-1,1.682E-1,1.359E-1,1.126E-1,1.254E-1,1.35E-1,0E0,2.625E-1,3.257E1,1.643E3,1.023E5,2.054E7,2.359E1,1.384E-1,2.331E-3,1.15E3,2.657E-3,1.062E-1,5.799E-1,5.266E1,5.26E1,2.257E2,1.569E-2,-4.624E2,-2E0,-4.132E0,-1.876E0,-3.999E-1,-4.972E-2,-7.452E-1,-2.555E-1,-1.323E0,-7.258E-1,-5.517E-2,1.291E-1,-3.589E-1,-5.758E-1,4.048E-1,-1.366E-1,1.966E-1,7.131E-3,8.759E-2,1.657E-2,2.282E-3,1.719E-3,0E0,2.608E-1,4.039E1,1.736E3,1.067E5,1.949E7,Cat
1.551E1,9.064E-2,4.393E-3,1.785E2,2.449E-3,9.813E-2,0E0,3.428E1,0E0,0E0,0E0,1.255E1,1.101E1,3.546E0,3.368E0,2.775E0,3.947E0,3.203E0,3.828E0,5.281E0,4.662E0,4.904E0,4.754E0,4.757E0,1.187E-1,9.096E-2,2.738E-1,3.527E-1,2.447E-1,2.067E-1,1.124E-1,1.249E-1,1.657E-1,0E0,1.256E-1,1.296E1,2.932E2,9.328E3,8.054E5,3.765E1,1.868E-1,2.123E-3,1.691E3,3.097E-3,1.191E-1,0E0,7.829E1,0E0,0E0,0E0,-1.421E2,-8.061E0,-1.567E1,-1.743E0,-1.147E0,-7.761E-1,2.279E0,2.055E0,2.898E0,1.649E0,-2.355E0,-1.226E0,-2.139E0,-8.649E-1,9.023E-1,-4.413E-1,2.181E-1,1.155E-1,8.686E-2,1.057E-1,1.004E-1,6.62E-2,0E0,1.804E-1,4.35E1,5.177E2,1.329E4,1.683E6,Cat
2.433E1,1.41E-1,6.54E-3,3.526E2,2.142E-3,8.632E-2,0E0,4.792E1,0E0,0E0,0E0,3.609E1,8.745E0,4.548E0,3.021E0,4.242E0,2.625E0,3.371E0,3.369E0,4.478E0,4.65E0,3.151E0,3.038E0,2.069E0,1.735E-1,3.674E-1,1.89E-1,3.328E-1,1.929E-1,2.024E-1,2.321E-1,2.297E-1,1.914E-1,0E0,2.831E-1,2.091E1,1.309E3,1.302E5,2.544E7,3.709E1,1.957E-1,2.567E-3,1.531E3,2.271E-3,8.644E-2,0E0,8.622E1,0E0,0E0,0E0,-1.532E2,-2.553E0,3.486E-1,3.975E0,4.21E0,-1.301E0,-3.682E0,4.568E-1,5.768E0,-5.965E0,-7.265E-1,2.591E0,-5.291E-1,-8.087E-1,4.818E-1,-1.815E-1,3.732E-1,-2.086E-1,9.291E-2,2.404E-2,-1.132E-1,-1.219E-1,0E0,2.012E-1,6.016E1,3.052E3,2.045E5,3.983E7,Cat
1.398E1,8.743E-2,1.346E-3,1.45E2,1.008E-3,4.008E-2,4.031E-2,2.628E1,4.909E1,2.972E0,3.127E-3,1.935E1,6.25E0,3.169E0,2.253E0,2.354E0,1.965E0,2.324E0,1.787E0,2.281E0,2.08E0,2.225E0,2.109E0,1.621E0,7.494E-2,2.554E-1,2.008E-1,1.318E-1,1.084E-1,8.665E-2,8.799E-2,7.4E-2,8.408E-2,0E0,8.605E-2,1.196E1,9.969E2,9.203E4,1.619E7,1.927E1,1.103E-1,4.022E-4,1.54E3,6.533E-4,2.668E-2,7.473E-1,5.119E1,1.988E2,9.211E0,1.629E-2,-1.536E2,5.088E0,7.155E-1,7.176E-1,-1.01E0,1.934E-1,-3.525E-1,-6.898E-1,-1.001E0,-1.663E0,-7.013E-1,-7.836E-1,-1.33E0,-9.32E-1,4.364E-1,-1.659E-1,1.281E-1,-1.251E-2,8.997E-2,8.159E-3,8.123E-2,7.249E-3,0E0,6.525E-2,4.84E1,2.912E3,2.564E5,4.49E7,Cat
1.743E1,9.922E-2,2.946E-5,1.6E2,1.653E-4,6.801E-3,3.27E-2,3.349E1,3.248E1,1.682E-1,7.461E-4,1.805E1,7.505E0,3.368E0,2.304E0,2.281E0,2.25E0,1.914E0,1.809E0,2.376E0,1.882E0,2.421E0,2.042E0,2.026E0,9.922E-2,2.253E-1,2.615E-1,1.432E-1,1.258E-1,1.477E-1,1.025E-1,1.158E-1,1.055E-1,0E0,2.112E-2,1.363E1,6.306E2,1.023E5,1.857E7,1.937E1,1.115E-1,1.129E-5,1.515E3,1.648E-4,6.724E-3,7.263E-1,4.704E1,7.901E1,9.382E-1,9.739E-3,-1.818E2,7.956E0,-4.279E-1,5.81E-2,3.282E-1,5.4E-1,-1.799E-2,-1.253E-1,3.187E-1,-3.26E-2,5.108E-1,-9.928E-2,-1.5E-1,-9.28E-1,4.606E-1,7.075E-2,1.708E-1,-1.933E-2,1.839E-2,-6.332E-2,5.869E-2,-3.17E-2,0E0,1.852E-2,4.442E1,2.881E3,3.085E5,5.496E7,Cat
1.959E1,1.087E-1,4.006E-5,1.785E2,2.101E-4,8.57E-3,4.216E-2,3.811E1,8.721E-1,5.816E-2,4.922E-4,2.117E1,8.393E0,3.841E0,2.232E0,1.973E0,1.917E0,1.887E0,1.983E0,2.113E0,1.89E0,2.283E0,2.294E0,2.053E0,1.07E-1,2.482E-1,2.226E-1,1.285E-1,1.116E-1,1.373E-1,1.036E-1,1.233E-1,1.014E-1,0E0,2.828E-2,1.546E1,6.96E2,1.148E5,2.089E7,2.061E1,1.166E-1,1.812E-5,1.497E3,2.027E-4,8.237E-3,7.406E-1,4.904E1,6.879E1,1.693E0,1.134E-2,-1.796E2,7.085E0,6.88E-2,3.371E-1,4.961E-1,-6.092E-1,-2.887E-1,7.415E-1,1.965E0,6.619E-1,5.726E-3,-8.831E-1,2.697E-1,-9.216E-1,4.216E-1,6.94E-2,2.226E-1,-1.565E-2,1.948E-2,-7.335E-2,7.877E-2,-2.327E-2,0E0,2.35E-2,4.639E1,2.961E3,3.083E5,5.491E7,Cat
1.877E1,1.014E-1,1.111E-4,1.814E2,2.916E-4,1.188E-2,5.072E-2,3.742E1,8.585E-14,1.921E-1,1.308E-3,2.274E1,8.917E0,3.529E0,2.067E0,1.994E0,1.753E0,1.596E0,1.811E0,2.114E0,1.586E0,2.192E0,1.767E0,2.006E0,1.055E-1,2.364E-1,2.241E-1,9.822E-2,9.798E-2,1.319E-1,9.012E-2,1.155E-1,9.309E-2,0E0,3.87E-2,1.491E1,7.078E2,1.147E5,2.1E7,1.872E1,1.07E-1,2.97E-5,1.487E3,2.087E-4,8.685E-3,7.679E-1,4.554E1,1.103E2,1.933E0,1.357E-2,-1.818E2,7.714E0,3.894E-1,5.439E-2,3.901E-1,-1.067E0,-5.488E-1,1.138E0,2.33E0,9.13E-1,2.783E-2,-1.32E0,-3.467E-1,-9.293E-1,4.034E-1,9.609E-2,2.03E-1,8.641E-3,5.104E-2,-6.737E-2,6.046E-2,3.281E-3,0E0,2.498E-2,4.507E1,2.98E3,3.223E5,5.726E7,Cat
1.349E1,1.081E-1,3.536E-5,1.626E2,2.09E-4,8.433E-3,5.569E-2,2.75E1,2.399E1,1.624E-1,1.191E-3,2.013E1,5.639E0,3.051E0,1.851E0,1.708E0,1.94E0,1.611E0,1.7E0,1.498E0,1.549E0,1.636E0,1.45E0,1.222E0,8.453E-2,2.051E-1,2.189E-1,1.016E-1,9.852E-2,8.955E-2,1.105E-1,1.098E-1,8.293E-2,0E0,3.213E-2,1.398E1,7.393E2,1.001E5,1.68E7,1.255E1,8.055E-2,1.275E-5,1.482E3,1.873E-4,7.673E-3,7.155E-1,3.492E1,1.693E2,8.125E-1,9.618E-3,-1.809E2,9.607E0,2.059E0,-1.058E-1,5.204E-1,5.274E-2,-2.169E-1,6.222E-1,1.196E0,5.178E-3,2.194E-1,-5.59E-1,-8.393E-1,-9.527E-1,2.031E-1,9.913E-2,2.086E-1,3.507E-2,5.958E-2,-5.72E-2,7.749E-2,-2.07E-2,0E0,2.206E-2,4.302E1,3.439E3,3.742E5,6.808E7,Cat
1.147E1,1.04E-1,2.831E-5,1.753E2,1.811E-4,8.575E-3,2.143E-2,2.342E1,0E0,0E0,0E0,1.995E1,3.985E0,2.869E0,1.627E0,1.656E0,2.005E0,1.674E0,1.682E0,1.386E0,1.221E0,1.376E0,1.373E0,1.235E0,7.144E-2,1.87E-1,1.855E-1,8.298E-2,7.814E-2,8.174E-2,1.171E-1,9.409E-2,9.227E-2,0E0,2.72E-2,1.301E1,6.784E2,8.712E4,1.452E7,1.123E1,7.358E-2,1.069E-5,1.503E3,1.677E-4,7.401E-3,7.604E-1,3.224E1,0E0,0E0,0E0,-1.824E2,9.709E0,1.95E0,-1.778E-2,9.564E-1,9.517E-2,3.509E-2,4.71E-1,1.22E0,1.887E-1,2.955E-1,-9.595E-1,-1.315E0,-9.613E-1,1.88E-1,1.101E-1,1.916E-1,4.51E-2,5.442E-2,-6.074E-2,5.663E-2,-1.393E-2,0E0,1.939E-2,4.298E1,3.546E3,3.877E5,7.052E7,Cat
1.391E1,1.159E-1,5.801E-5,2.107E2,2.587E-4,1.172E-2,0E0,2.669E1,0E0,0E0,0E0,2.358E1,6.634E0,3.022E0,2.188E0,1.838E0,2.107E0,1.704E0,1.726E0,2.054E0,1.613E0,2.18E0,1.639E0,1.311E0,8.081E-2,2.36E-1,2.915E-1,1.561E-1,1.275E-1,1.311E-1,1.212E-1,1.268E-1,9.162E-2,0E0,3.689E-2,1.442E1,9.826E2,1.295E5,2.295E7,1.728E1,1.158E-1,2.503E-5,1.47E3,2.301E-4,1.038E-2,0E0,4.512E1,0E0,0E0,0E0,-1.726E2,6.59E0,8.187E-1,1.153E-1,1.555E-1,-7.191E-1,-5.542E-1,9.351E-1,2.042E0,4.936E-1,1.971E-1,-1.261E0,-6.153E-1,-9.33E-1,2.776E-1,-5.409E-2,2.256E-1,1.078E-2,5.51E-3,-5.993E-2,1.143E-1,-3.797E-3,0E0,3.032E-2,4.853E1,3.357E3,3.185E5,5.813E7,Cat
1.514E1,7.279E-2,2.174E-3,1.543E2,2.047E-3,7.846E-2,3.9E-2,2.4E1,2.06E1,2.007E1,7.519E-4,1.566E1,4.563E0,5.08E0,4.495E0,2.942E0,2.457E0,2.408E0,2.192E0,1.973E0,1.97E0,1.806E0,1.982E0,2.333E0,6.227E-2,2.876E-1,2.02E-1,1.552E-1,1.486E-1,1.915E-1,1.589E-1,1.34E-1,1.344E-1,0E0,1.66E-1,7.307E0,9.656E2,8.99E4,1.724E7,2.681E1,1.521E-1,9.318E-4,1.655E3,1.817E-3,7.153E-2,6.843E-1,6.576E1,8.729E1,1.073E2,1.158E-2,-1.291E2,7.138E-1,-5.515E0,2.662E0,5.118E-1,1.124E-1,-3.462E-1,-1.421E0,-7.47E-1,-7.641E-1,-3.157E-1,-4.956E-1,-9.403E-1,-9.019E-1,6.262E-1,-2.273E-1,5.264E-2,-4.731E-2,2.904E-2,1.5E-2,-6.319E-3,-7.652E-2,0E0,1.752E-1,4.918E1,2.386E3,2.071E5,3.626E7,Cat
2.612E1,1.456E-1,4.525E-3,1.527E2,2.105E-3,7.909E-2,5.562E-2,4.922E1,6.99E0,2.18E1,1.445E-3,1.299E1,6.977E0,4.142E0,2.606E0,2.481E0,3.067E0,2.686E0,2.813E0,2.712E0,3.527E0,2.656E0,2.92E0,2.176E0,1.663E-1,2.341E-1,2.623E-1,2.276E-1,2.115E-1,2.088E-1,1.962E-1,1.642E-1,1.589E-1,0E0,1.451E-1,1.934E1,7.501E2,7.765E4,1.162E7,3.924E1,2.314E-1,1.258E-3,1.626E3,1.868E-3,7.298E-2,6.58E-1,9.42E1,1.623E2,1.418E2,1.136E-2,-1.349E2,-4.19E0,8.677E-1,3.397E0,9.945E-1,3.692E0,2.075E0,3.59E-1,-1.265E0,1.184E0,1.34E0,-1.933E0,-9.682E-1,-7.927E-1,5.715E-1,-2.116E-1,-6.796E-3,-1.276E-1,5.949E-2,-9.665E-2,-2.401E-2,-4.594E-2,0E0,1.72E-1,6.287E1,3.048E3,2.066E5,4.088E7,Cat
7.05E0,6.873E-2,1.602E-3,2.805E2,1.132E-3,4.769E-2,0E0,1.828E1,0E0,0E0,0E0,3.868E1,2.432E0,3.646E0,1.811E0,2.123E0,1.853E0,1.931E0,1.458E0,1.477E0,1.339E0,1.199E0,1.367E0,1.248E0,5.779E-2,1.99E-1,1.781E-1,2.273E-1,2.38E-1,1.586E-1,1.707E-1,1.294E-1,1.055E-1,0E0,1.647E-1,1.092E1,1.009E3,4.532E4,1.425E7,2.551E1,1.519E-1,5.54E-4,1.537E3,1.104E-3,4.753E-2,0E0,5.936E1,0E0,0E0,0E0,-1.278E2,2.732E0,-1.652E0,-2.364E0,-2.08E0,-4.781E-1,-1.192E0,-2.129E-1,-1.074E0,-1.118E0,-1.388E0,2.192E-2,-9.716E-1,-9.164E-1,6.872E-1,-5.223E-1,4.317E-1,7.222E-3,-1.037E-1,1.041E-1,1.064E-1,-3.244E-2,0E0,1.413E-1,4.119E1,1.247E3,4.726E4,7.211E6,Cat
2.323E1,1.134E-1,3.164E-3,1.913E2,2.226E-3,9.432E-2,9.18E-3,4.306E1,0E0,0E0,0E0,3.011E1,1.332E1,4.223E0,3.512E0,2.239E0,2.08E0,2.413E0,1.827E0,1.971E0,1.853E0,1.567E0,1.63E0,1.612E0,1.655E-1,2.95E-1,1.522E-1,1.455E-1,1.82E-1,1.515E-1,1.372E-1,1.305E-1,1.275E-1,0E0,3.48E-1,1.872E1,1.172E3,7.536E4,1.572E7,5.154E1,2.841E-1,1.984E-3,1.516E3,2.143E-3,9.262E-2,5.77E-1,1.132E2,0E0,0E0,0E0,-1.27E2,-9.28E0,-4.001E0,-7.459E-1,-1.799E0,7.787E-1,-2.122E0,-5.515E-1,-3.449E-1,-7.602E-1,-8.277E-1,-1.099E0,-8.635E-1,-7.318E-1,6.118E-1,-1.758E-1,2.187E-1,4.606E-2,1.719E-1,-1.278E-2,5.01E-2,-1.073E-2,0E0,3.399E-1,7.191E1,2.626E3,1.654E5,3.052E7,Cat
8.993E0,8.137E-2,6.165E-3,2.259E2,3.422E-3,1.27E-1,5.736E-2,2.036E1,3.338E1,1.882E1,1.051E-3,3.163E1,7.705E0,6.427E0,3.4E0,3.695E0,3.448E0,3.362E0,4.195E0,3.71E0,3.305E0,4.296E0,3.964E0,3.674E0,5.405E-2,3.087E-1,3.055E-1,2.283E-1,2.245E-1,1.761E-1,1.51E-1,1.993E-1,1.453E-1,0E0,1.886E-1,1.368E1,1.37E3,1.28E5,2.456E7,2.176E1,1.222E-1,2.172E-3,1.708E3,2.448E-3,9.347E-2,6.775E-1,5.048E1,7.387E1,2.135E2,1.28E-2,-1.556E2,9.216E0,-8.309E0,-1.306E0,-3.67E0,-3.176E0,-4.808E0,2.323E0,1.501E0,-4.581E-1,-2.152E0,-2.874E0,6.845E-1,-9.406E-1,6.56E-1,1.08E-1,1.588E-2,-9.006E-2,4.311E-2,-1.342E-2,8.474E-2,-6.45E-2,0E0,1.516E-1,3.948E1,2.096E3,2.284E5,4.101E7,Cat
2.145E1,1.117E-1,5.485E-4,1.644E2,7.651E-4,3.419E-2,3.764E-2,4.125E1,4.434E0,2.307E0,5.883E-4,2.4E1,8.853E0,3.544E0,2.269E0,2.489E0,2.608E0,1.836E0,1.636E0,1.584E0,1.391E0,1.355E0,1.378E0,1.764E0,1.203E-1,3.024E-1,2.448E-1,1.348E-1,1.365E-1,1.218E-1,8.506E-2,1.105E-1,7.003E-2,0E0,1.332E-1,1.652E1,9.516E2,1.287E5,2.335E7,1.914E1,1.062E-1,1.811E-4,1.566E3,6.031E-4,2.527E-2,7.366E-1,4.919E1,3.939E1,1.079E1,1.116E-2,-1.559E2,4.954E0,-2.278E0,1.753E0,4.511E-1,8.465E-1,-8.591E-1,-9.292E-1,-6.956E-1,-6.864E-1,-6.26E-1,-6.055E-1,-8.881E-1,-9.2E-1,4.086E-1,3.754E-2,4.342E-2,-8.138E-2,1.525E-2,-3.664E-2,3.331E-2,-1.27E-2,0E0,8.382E-2,4.553E1,2.921E3,3.086E5,5.601E7,Cat
1.034E1,5.703E-2,7.563E-4,2.075E2,8.085E-4,2.92E-2,6.926E-2,2.179E1,3.996E-13,1.39E0,4.866E-4,1.88E1,4.561E0,3.478E0,2.142E0,1.979E0,1.89E0,1.642E0,1.442E0,1.284E0,1.281E0,1.487E0,1.222E0,1.649E0,4.836E-2,2.462E-1,1.996E-1,1.405E-1,8.835E-2,7.522E-2,7.899E-2,6.474E-2,6.43E-2,0E0,7.357E-2,1.02E1,8.172E2,9.804E4,1.8E7,7.622E0,4.428E-2,2.15E-4,1.557E3,7.483E-4,2.793E-2,7.34E-1,2.366E1,2.206E2,2.168E1,1.145E-2,-1.591E2,9.309E0,-1.497E0,2.58E0,1.106E0,-3.594E-1,-4.899E-1,-5.147E-1,-4.43E-1,-2.351E-1,-7.597E-1,-7.437E-1,-6.759E-1,-9.76E-1,4.126E-1,5.314E-2,-1.801E-2,-6.293E-2,-4.382E-2,-1.742E-2,8.945E-3,8.72E-3,0E0,5.963E-2,3.107E1,2.329E3,2.86E5,5.221E7,Cat
1.175E1,9.354E-2,3.719E-3,1.649E2,2.13E-3,7.426E-2,1.675E-2,2.67E1,0E0,0E0,0E0,1.965E1,4.326E0,4.503E0,2.29E0,2.972E0,2.1E0,2.243E0,1.821E0,2.594E0,1.799E0,2.664E0,1.765E0,1.443E0,6.571E-2,3.529E-1,2.119E-1,1.84E-1,2.069E-1,1.458E-1,1.637E-1,1.291E-1,1.016E-1,0E0,1.693E-1,1.251E1,9.441E2,1.042E5,1.905E7,9.16E0,5.912E-2,3.482E-3,1.557E3,4.91E-3,1.857E-1,5.684E-1,2.727E1,0E0,0E0,0E0,-1.206E2,8.916E0,2.174E0,1.946E0,1.564E0,-4.131E-1,5.925E-1,3.116E-1,-1.176E0,-1.412E0,-1.101E0,-4.246E-1,-4.109E-1,-9.684E-1,2.901E-1,1.567E-2,1.115E-1,-2.567E-2,3.455E-3,-4.628E-2,4.955E-4,-3.461E-3,0E0,3.289E-1,3.258E1,2.745E3,3.276E5,5.971E7,Cat
2.299E1,1.869E-1,8.033E-4,2.39E2,9.583E-4,2.894E-2,5.811E-2,4.667E1,4.529E1,4.309E0,1.447E-3,3.801E1,4.833E0,5.684E0,2.64E0,2.586E0,3.874E0,2.602E0,2.867E0,3.804E0,3.042E0,3.521E0,2.49E0,1.639E0,1.64E-1,4.188E-1,1.847E-1,1.709E-1,1.452E-1,1.308E-1,1.54E-1,1.27E-1,1.332E-1,0E0,1.261E-1,2.523E1,1.615E3,1.435E5,2.449E7,1.868E1,1.309E-1,2.774E-4,1.563E3,6.522E-4,2.415E-2,6.25E-1,4.901E1,1.256E2,1.572E1,1.34E-2,-1.794E2,-6.181E-1,-1.787E0,1.039E0,7.002E-1,1.445E0,5.073E-1,-9.786E-1,2.773E-1,3.849E-1,1.866E-1,-6.946E-1,-2.437E-1,-8.959E-1,1.845E-1,-1.177E-1,-2.545E-4,-1.032E-1,1.893E-3,-6.661E-3,3.621E-2,-4.143E-2,0E0,6.824E-2,5.049E1,3.686E3,3.134E5,6.218E7,Cat
